frame_id,time_ms,phrase_idx,syllable_idx,global_syllable_idx,syllable,start_viseme,end_viseme,alpha
3,120,0,0,0,fang,1,1,1.0
4,160,0,0,0,fang,1,1,1.0
5,200,0,0,0,fang,1,1,1.0
6,240,0,0,0,fang,1,1,1.0
7,280,0,0,0,fang,1,7,0.0
8,320,0,0,0,fang,1,7,0.430809
9,360,0,0,0,fang,1,7,0.996374
10,400,0,1,1,zhen,4,4,1.0
11,440,0,1,1,zhen,4,4,1.0
12,480,0,1,1,zhen,4,4,1.0
13,520,0,1,1,zhen,4,4,1.0
14,560,0,1,1,zhen,2,5,0.0
15,600,0,2,2,ji,4,4,1.0
16,640,0,2,2,ji,4,4,1.0
17,680,0,2,2,ji,4,4,1.0
18,720,0,2,2,ji,4,2,0.0
19,760,0,2,2,ji,4,2,0.5
20,800,0,3,3,qi,2,5,0.0
21,840,0,3,3,qi,2,5,0.430809
22,880,0,3,3,qi,2,5,0.996374
23,920,0,3,3,qi,5,5,0.0
24,960,0,3,3,qi,5,5,0.0
25,1000,0,3,3,qi,5,5,1.0
26,1040,0,4,4,ren,2,5,0.0
27,1080,0,4,4,ren,2,5,0.430809
28,1120,0,4,4,ren,2,5,0.996374
29,1160,0,4,4,ren,2,5,1.0
30,1200,0,5,5,you,5,5,1.0
31,1240,0,5,5,you,5,5,0.0
32,1280,0,5,5,you,5,5,1.0
33,1320,0,5,5,you,5,5,0.0
34,1360,0,5,5,you,5,5,1.0
35,1400,0,5,5,you,5,4,0.0
36,1440,0,5,5,you,5,4,0.430809
37,1480,0,5,5,you,5,4,0.996374
38,1520,0,5,5,you,5,4,1.0
39,1560,0,6,6,wang,2,2,1.0
40,1600,0,6,6,wang,2,2,1.0
41,1640,0,6,6,wang,2,2,1.0
42,1680,0,7,7,tong,5,5,1.0
43,1720,0,7,7,tong,5,5,1.0
44,1760,0,7,7,tong,5,5,1.0
45,1800,0,7,7,tong,5,6,0.0
46,1840,0,7,7,tong,5,6,1.0
47,1880,0,8,8,guo,3,3,1.0
48,1920,0,8,8,guo,3,3,1.0
49,1960,0,8,8,guo,3,3,0.0
50,2000,0,8,8,guo,3,7,0.0
51,2040,0,8,8,guo,3,7,0.829493
52,2080,0,8,8,guo,3,7,1.0
53,2120,0,9,9,bi,4,4,1.0
54,2160,0,9,9,bi,4,4,1.0
55,2200,0,9,9,bi,2,3,0.0
56,2240,0,9,9,bi,2,3,0.430809
57,2280,0,9,9,bi,2,3,0.996374
58,2320,0,9,9,bi,2,3,1.0
59,2360,0,10,10,zhen,3,3,1.0
60,2400,0,10,10,zhen,3,3,1.0
61,2440,0,10,10,zhen,3,4,0.0
62,2480,0,10,10,zhen,3,4,0.829493
63,2520,0,10,10,zhen,3,4,1.0
64,2560,0,11,11,de,4,3,0.0
65,2600,0,11,11,de,4,3,1.0
66,2640,0,11,11,de,3,6,0.0
67,2680,0,11,11,de,3,6,1.0
68,2720,0,12,12,mian,6,6,1.0
69,2760,0,12,12,mian,6,6,1.0
70,2800,0,12,12,mian,6,6,1.0
71,2840,0,12,12,mian,6,6,1.0
72,2880,0,12,12,mian,0,5,0.0
73,2920,0,12,12,mian,0,5,0.170507
74,2960,0,12,12,mian,0,5,1.0
75,3000,0,13,13,bu,5,5,1.0
76,3040,0,13,13,bu,5,5,1.0
77,3080,0,13,13,bu,5,5,0.0
78,3120,0,13,13,bu,5,5,1.0
79,3160,0,14,14,biao,2,5,0.0
80,3200,0,14,14,biao,2,5,1.0
81,3240,0,14,14,biao,5,4,0.0
82,3280,0,14,14,biao,5,4,1.0
83,3320,0,15,15,qing,2,2,1.0
84,3360,0,15,15,qing,2,2,1.0
85,3400,0,15,15,qing,2,2,0.0
